iteration= 0
(C, 0, 0, d, 0):X=[0]
(W, 2, 2, r, 100):sa=[-12.5]
(W, 2, 3, d, 0):X=[0]
(W, 2, 3, d, 25):sa=[2.968749999999999]
(W, 2, 3, d, 50):sa=[-11.71875]
(W, 2, 3, d, 75):sa=[-12.5]
(W, 2, 3, d, 100):sa=[-12.5]
(W, 2, 3, r, 0):X=[0]
(W, 2, 3, r, 25):sa=[2.96875]
(W, 2, 3, r, 50):sa=[-11.71875]
(W, 2, 3, r, 75):sa=[-12.5]
(W, 2, 3, r, 100):sa=[-12.5]
iteration= 2
(C, 0, 0, d, 0):X=[0]
(C, 0, 0, d, 25):sb=[-7.68959375]
(C, 0, 0, d, 50):sb=[-7.71771875]
(C, 0, 0, d, 75):ms=[-13.3093125]
(C, 0, 0, d, 100):ms=[-13.3093125]
(C, 0, 0, r, 0):X=[0]
(C, 0, 0, r, 25):sb=[-31.904296875]
(C, 0, 0, r, 50):sb=[-32.663671875]
(C, 0, 0, r, 75):ms=[-33.56328125]
(C, 0, 0, r, 100):ms=[-33.56328125]
(C, 0, 1, d, 0):X=[0]
(C, 0, 1, d, 25):sa=[13.50578125]
(C, 0, 1, d, 50):sb=[-7.71771875]
(C, 0, 1, d, 75):ms=[-13.25878125]
(C, 0, 1, d, 100):ms=[-13.3093125]
(C, 0, 1, r, 0):X=[0]
(C, 0, 1, r, 25):sa=[-20.343359375]
(C, 0, 1, r, 50):sb=[-32.663671875]
(C, 0, 1, r, 75):ms=[-33.555078125]
(C, 0, 1, r, 100):ms=[-33.56328125]
(C, 0, 2, d, 0):X=[0]
(C, 0, 2, d, 25):sa=[15.88515625]
(C, 0, 2, d, 50):sb=[-7.71771875]
(C, 0, 2, d, 75):ms=[-13.25878125]
(C, 0, 2, d, 100):ms=[-13.3093125]
(C, 0, 2, r, 0):X=[0]
(C, 0, 2, r, 25):sa=[-19.632421875]
(C, 0, 2, r, 50):sb=[-32.663671875]
(C, 0, 2, r, 75):ms=[-33.555078125]
(C, 0, 2, r, 100):ms=[-33.56328125]
(C, 0, 3, d, 0):X=[0]
(C, 0, 3, d, 25):sa=[16.12578125]
(C, 0, 3, d, 50):sb=[-7.71771875]
(C, 0, 3, d, 75):ms=[-13.25878125]
(C, 0, 3, d, 100):ms=[-13.3093125]
(C, 0, 3, r, 0):X=[0]
(C, 0, 3, r, 25):sa=[-19.593359375]
(C, 0, 3, r, 50):sb=[-32.663671875]
(C, 0, 3, r, 75):ms=[-33.555078125]
(C, 0, 3, r, 100):ms=[-33.56328125]
(C, 1, 0, d, 0):X=[0]
(C, 1, 0, d, 25):sb=[-7.68959375]
(C, 1, 0, d, 50):sb=[-7.71771875]
(C, 1, 0, d, 75):ms=[-13.3093125]
(C, 1, 0, d, 100):ms=[-13.3093125]
(C, 1, 0, r, 0):X=[0]
(C, 1, 0, r, 25):sb=[-31.904296875]
(C, 1, 0, r, 50):sb=[-32.663671875]
(C, 1, 0, r, 75):ms=[-33.56328125]
(C, 1, 0, r, 100):ms=[-33.56328125]
(C, 1, 1, d, 0):X=[0]
(C, 1, 1, d, 25):sa=[13.50578125]
(C, 1, 1, d, 50):sb=[-7.71771875]
(C, 1, 1, d, 75):ms=[-13.25878125]
(C, 1, 1, d, 100):ms=[-13.3093125]
(C, 1, 1, r, 0):X=[0]
(C, 1, 1, r, 25):sa=[-20.343359375]
(C, 1, 1, r, 50):sb=[-32.663671875]
(C, 1, 1, r, 75):ms=[-33.555078125]
(C, 1, 1, r, 100):ms=[-33.56328125]
(C, 1, 2, d, 0):X=[0]
(C, 1, 2, d, 25):sa=[15.88515625]
(C, 1, 2, d, 50):sb=[-7.71771875]
(C, 1, 2, d, 75):ms=[-13.25878125]
(C, 1, 2, d, 100):ms=[-13.3093125]
(C, 1, 2, r, 0):X=[0]
(C, 1, 2, r, 25):sa=[-19.632421875]
(C, 1, 2, r, 50):sb=[-32.663671875]
(C, 1, 2, r, 75):ms=[-33.555078125]
(C, 1, 2, r, 100):ms=[-33.56328125]
(C, 1, 3, d, 0):X=[0]
(C, 1, 3, d, 25):sa=[16.12578125]
(C, 1, 3, d, 50):sb=[-7.71771875]
(C, 1, 3, d, 75):ms=[-13.25878125]
(C, 1, 3, d, 100):ms=[-13.3093125]
(C, 1, 3, r, 0):X=[0]
(C, 1, 3, r, 25):sa=[-19.593359375]
(C, 1, 3, r, 50):sb=[-32.663671875]
(C, 1, 3, r, 75):ms=[-33.555078125]
(C, 1, 3, r, 100):ms=[-33.56328125]
(C, 2, 0, d, 0):X=[0]
(C, 2, 0, d, 25):sb=[-7.68959375]
(C, 2, 0, d, 50):sb=[-7.71771875]
(C, 2, 0, d, 75):ms=[-13.3093125]
(C, 2, 0, d, 100):ms=[-13.3093125]
(C, 2, 0, r, 0):X=[0]
(C, 2, 0, r, 25):sb=[-31.904296875]
(C, 2, 0, r, 50):sb=[-32.663671875]
(C, 2, 0, r, 75):ms=[-33.56328125]
(C, 2, 0, r, 100):ms=[-33.56328125]
(C, 2, 1, d, 0):X=[0]
(C, 2, 1, d, 25):sa=[13.50578125]
(C, 2, 1, d, 50):sb=[-7.71771875]
(C, 2, 1, d, 75):ms=[-13.25878125]
(C, 2, 1, d, 100):ms=[-13.3093125]
(C, 2, 1, r, 0):X=[0]
(C, 2, 1, r, 25):sa=[-20.343359375]
(C, 2, 1, r, 50):sb=[-32.663671875]
(C, 2, 1, r, 75):ms=[-33.555078125]
(C, 2, 1, r, 100):ms=[-33.56328125]
(C, 2, 2, d, 0):X=[0]
(C, 2, 2, d, 25):sa=[15.88515625]
(C, 2, 2, d, 50):sb=[-7.71771875]
(C, 2, 2, d, 75):ms=[-13.25878125]
(C, 2, 2, d, 100):ms=[-13.3093125]
(C, 2, 2, r, 0):X=[0]
(C, 2, 2, r, 25):sa=[-19.632421875]
(C, 2, 2, r, 50):sb=[-32.663671875]
(C, 2, 2, r, 75):ms=[-33.555078125]
(C, 2, 2, r, 100):ms=[-33.56328125]
(C, 2, 3, d, 0):X=[0]
(C, 2, 3, d, 25):sa=[16.12578125]
(C, 2, 3, d, 50):sb=[-7.71771875]
(C, 2, 3, d, 75):ms=[-13.25878125]
(C, 2, 3, d, 100):ms=[-13.3093125]
(C, 2, 3, r, 0):X=[0]
(C, 2, 3, r, 25):sa=[-19.593359375]
(C, 2, 3, r, 50):sb=[-32.663671875]
(C, 2, 3, r, 75):ms=[-33.555078125]
(C, 2, 3, r, 100):ms=[-33.56328125]
(N, 0, 0, d, 0):X=[0]
(N, 0, 0, d, 25):mc=[-12.776421875]
(N, 0, 0, d, 50):mc=[-12.812359375]
(N, 0, 0, d, 75):stay=[-13.350750000000001]
(N, 0, 0, d, 100):stay=[-13.350750000000001]
(N, 0, 0, r, 0):X=[0]
(N, 0, 0, r, 25):stay=[-13.169374999999999]
(N, 0, 0, r, 50):stay=[-13.192812499999999]
(N, 0, 0, r, 75):stay=[-13.610625]
(N, 0, 0, r, 100):stay=[-13.610625]
(N, 0, 1, d, 0):X=[0]
(N, 0, 1, d, 25):mc=[-7.507578124999999]
(N, 0, 1, d, 50):mc=[-12.812359375]
(N, 0, 1, d, 75):stay=[-13.30021875]
(N, 0, 1, d, 100):stay=[-13.350750000000001]
(N, 0, 1, r, 0):X=[0]
(N, 0, 1, r, 25):mc=[-10.1333984375]
(N, 0, 1, r, 50):stay=[-13.192812499999999]
(N, 0, 1, r, 75):stay=[-13.572890625]
(N, 0, 1, r, 100):stay=[-13.610625]
(N, 0, 2, d, 0):X=[0]
(N, 0, 2, d, 25):mc=[-7.07325]
(N, 0, 2, d, 50):mc=[-12.812359375]
(N, 0, 2, d, 75):stay=[-13.30021875]
(N, 0, 2, d, 100):stay=[-13.350750000000001]
(N, 0, 2, r, 0):X=[0]
(N, 0, 2, r, 25):mc=[-9.8090625]
(N, 0, 2, r, 50):stay=[-13.192812499999999]
(N, 0, 2, r, 75):stay=[-13.572890625]
(N, 0, 2, r, 100):stay=[-13.610625]
(N, 0, 3, d, 0):X=[0]
(N, 0, 3, d, 25):mc=[-7.07325]
(N, 0, 3, d, 50):mc=[-12.812359375]
(N, 0, 3, d, 75):stay=[-13.30021875]
(N, 0, 3, d, 100):stay=[-13.350750000000001]
(N, 0, 3, r, 0):X=[0]
(N, 0, 3, r, 25):mc=[-9.8090625]
(N, 0, 3, r, 50):stay=[-13.192812499999999]
(N, 0, 3, r, 75):stay=[-13.572890625]
(N, 0, 3, r, 100):stay=[-13.610625]
(N, 1, 0, d, 0):X=[0]
(N, 1, 0, d, 25):um=[-11.9275]
(N, 1, 0, d, 50):mc=[-12.812359375]
(N, 1, 0, d, 75):um=[-13.17375]
(N, 1, 0, d, 100):um=[-13.17375]
(N, 1, 0, r, 0):X=[0]
(N, 1, 0, r, 25):um=[-12.11875]
(N, 1, 0, r, 50):um=[-13.1]
(N, 1, 0, r, 75):um=[-13.190625]
(N, 1, 0, r, 100):um=[-13.190625]
(N, 1, 1, d, 0):X=[0]
(N, 1, 1, d, 25):mc=[-7.507578124999999]
(N, 1, 1, d, 50):mc=[-12.812359375]
(N, 1, 1, d, 75):um=[-13.17375]
(N, 1, 1, d, 100):um=[-13.17375]
(N, 1, 1, r, 0):X=[0]
(N, 1, 1, r, 25):mc=[-10.1333984375]
(N, 1, 1, r, 50):um=[-13.1]
(N, 1, 1, r, 75):um=[-13.190625]
(N, 1, 1, r, 100):um=[-13.190625]
(N, 1, 2, d, 0):X=[0]
(N, 1, 2, d, 25):mc=[-7.07325]
(N, 1, 2, d, 50):mc=[-12.812359375]
(N, 1, 2, d, 75):um=[-13.17375]
(N, 1, 2, d, 100):um=[-13.17375]
(N, 1, 2, r, 0):X=[0]
(N, 1, 2, r, 25):mc=[-9.8090625]
(N, 1, 2, r, 50):um=[-13.1]
(N, 1, 2, r, 75):um=[-13.190625]
(N, 1, 2, r, 100):um=[-13.190625]
(N, 1, 3, d, 0):X=[0]
(N, 1, 3, d, 25):mc=[-7.07325]
(N, 1, 3, d, 50):mc=[-12.812359375]
(N, 1, 3, d, 75):um=[-13.17375]
(N, 1, 3, d, 100):um=[-13.17375]
(N, 1, 3, r, 0):X=[0]
(N, 1, 3, r, 25):mc=[-9.8090625]
(N, 1, 3, r, 50):um=[-13.1]
(N, 1, 3, r, 75):um=[-13.190625]
(N, 1, 3, r, 100):um=[-13.190625]
(N, 2, 0, d, 0):X=[0]
(N, 2, 0, d, 25):um=[-11.9275]
(N, 2, 0, d, 50):mc=[-12.812359375]
(N, 2, 0, d, 75):um=[-13.125]
(N, 2, 0, d, 100):um=[-13.125]
(N, 2, 0, r, 0):X=[0]
(N, 2, 0, r, 25):um=[-12.11875]
(N, 2, 0, r, 50):um=[-13.08828125]
(N, 2, 0, r, 75):um=[-13.125]
(N, 2, 0, r, 100):um=[-13.125]
(N, 2, 1, d, 0):X=[0]
(N, 2, 1, d, 25):mc=[-7.507578124999999]
(N, 2, 1, d, 50):mc=[-12.812359375]
(N, 2, 1, d, 75):um=[-13.125]
(N, 2, 1, d, 100):um=[-13.125]
(N, 2, 1, r, 0):X=[0]
(N, 2, 1, r, 25):mc=[-10.1333984375]
(N, 2, 1, r, 50):um=[-13.08828125]
(N, 2, 1, r, 75):um=[-13.125]
(N, 2, 1, r, 100):um=[-13.125]
(N, 2, 2, d, 0):X=[0]
(N, 2, 2, d, 25):mc=[-7.07325]
(N, 2, 2, d, 50):mc=[-12.812359375]
(N, 2, 2, d, 75):um=[-13.125]
(N, 2, 2, d, 100):um=[-13.125]
(N, 2, 2, r, 0):X=[0]
(N, 2, 2, r, 25):mc=[-9.8090625]
(N, 2, 2, r, 50):um=[-13.08828125]
(N, 2, 2, r, 75):um=[-13.125]
(N, 2, 2, r, 100):um=[-13.125]
(N, 2, 3, d, 0):X=[0]
(N, 2, 3, d, 25):mc=[-7.07325]
(N, 2, 3, d, 50):mc=[-12.812359375]
(N, 2, 3, d, 75):um=[-13.125]
(N, 2, 3, d, 100):um=[-13.125]
(N, 2, 3, r, 0):X=[0]
(N, 2, 3, r, 25):mc=[-9.8090625]
(N, 2, 3, r, 50):um=[-13.08828125]
(N, 2, 3, r, 75):um=[-13.125]
(N, 2, 3, r, 100):um=[-13.125]
(S, 0, 0, d, 0):X=[0]
(S, 0, 0, d, 25):mc=[-12.776421875]
(S, 0, 0, d, 50):mc=[-12.812359375]
(S, 0, 0, d, 75):gm=[-13.125]
(S, 0, 0, d, 100):gm=[-13.125]
(S, 0, 0, r, 0):X=[0]
(S, 0, 0, r, 25):gm=[-13.08828125]
(S, 0, 0, r, 50):gm=[-13.08828125]
(S, 0, 0, r, 75):gm=[-13.125]
(S, 0, 0, r, 100):gm=[-13.125]
(S, 0, 1, d, 0):X=[0]
(S, 0, 1, d, 25):mc=[-7.507578124999999]
(S, 0, 1, d, 50):mc=[-12.812359375]
(S, 0, 1, d, 75):gm=[-13.125]
(S, 0, 1, d, 100):gm=[-13.125]
(S, 0, 1, r, 0):X=[0]
(S, 0, 1, r, 25):mc=[-10.1333984375]
(S, 0, 1, r, 50):gm=[-13.08828125]
(S, 0, 1, r, 75):gm=[-13.125]
(S, 0, 1, r, 100):gm=[-13.125]
(S, 0, 2, d, 0):X=[0]
(S, 0, 2, d, 25):mc=[-7.07325]
(S, 0, 2, d, 50):mc=[-12.812359375]
(S, 0, 2, d, 75):gm=[-13.125]
(S, 0, 2, d, 100):gm=[-13.125]
(S, 0, 2, r, 0):X=[0]
(S, 0, 2, r, 25):mc=[-9.8090625]
(S, 0, 2, r, 50):gm=[-13.08828125]
(S, 0, 2, r, 75):gm=[-13.125]
(S, 0, 2, r, 100):gm=[-13.125]
(S, 0, 3, d, 0):X=[0]
(S, 0, 3, d, 25):mc=[-7.07325]
(S, 0, 3, d, 50):mc=[-12.812359375]
(S, 0, 3, d, 75):gm=[-13.125]
(S, 0, 3, d, 100):gm=[-13.125]
(S, 0, 3, r, 0):X=[0]
(S, 0, 3, r, 25):mc=[-9.8090625]
(S, 0, 3, r, 50):gm=[-13.08828125]
(S, 0, 3, r, 75):gm=[-13.125]
(S, 0, 3, r, 100):gm=[-13.125]
(S, 1, 0, d, 0):X=[0]
(S, 1, 0, d, 25):mc=[-12.776421875]
(S, 1, 0, d, 50):mc=[-12.812359375]
(S, 1, 0, d, 75):gm=[-13.125]
(S, 1, 0, d, 100):gm=[-13.125]
(S, 1, 0, r, 0):X=[0]
(S, 1, 0, r, 25):gm=[-13.08828125]
(S, 1, 0, r, 50):gm=[-13.08828125]
(S, 1, 0, r, 75):gm=[-13.125]
(S, 1, 0, r, 100):gm=[-13.125]
(S, 1, 1, d, 0):X=[0]
(S, 1, 1, d, 25):mc=[-7.507578124999999]
(S, 1, 1, d, 50):mc=[-12.812359375]
(S, 1, 1, d, 75):gm=[-13.125]
(S, 1, 1, d, 100):gm=[-13.125]
(S, 1, 1, r, 0):X=[0]
(S, 1, 1, r, 25):mc=[-10.1333984375]
(S, 1, 1, r, 50):gm=[-13.08828125]
(S, 1, 1, r, 75):gm=[-13.125]
(S, 1, 1, r, 100):gm=[-13.125]
(S, 1, 2, d, 0):X=[0]
(S, 1, 2, d, 25):mc=[-7.07325]
(S, 1, 2, d, 50):mc=[-12.812359375]
(S, 1, 2, d, 75):gm=[-13.125]
(S, 1, 2, d, 100):gm=[-13.125]
(S, 1, 2, r, 0):X=[0]
(S, 1, 2, r, 25):mc=[-9.8090625]
(S, 1, 2, r, 50):gm=[-13.08828125]
(S, 1, 2, r, 75):gm=[-13.125]
(S, 1, 2, r, 100):gm=[-13.125]
(S, 1, 3, d, 0):X=[0]
(S, 1, 3, d, 25):mc=[-7.07325]
(S, 1, 3, d, 50):mc=[-12.812359375]
(S, 1, 3, d, 75):gm=[-13.125]
(S, 1, 3, d, 100):gm=[-13.125]
(S, 1, 3, r, 0):X=[0]
(S, 1, 3, r, 25):mc=[-9.8090625]
(S, 1, 3, r, 50):gm=[-13.08828125]
(S, 1, 3, r, 75):gm=[-13.125]
(S, 1, 3, r, 100):gm=[-13.125]
(S, 2, 0, d, 0):X=[0]
(S, 2, 0, d, 25):mc=[-12.776421875]
(S, 2, 0, d, 50):mc=[-12.812359375]
(S, 2, 0, d, 75):gm=[-13.125]
(S, 2, 0, d, 100):gm=[-13.125]
(S, 2, 0, r, 0):X=[0]
(S, 2, 0, r, 25):gm=[-13.08828125]
(S, 2, 0, r, 50):gm=[-13.08828125]
(S, 2, 0, r, 75):gm=[-13.125]
(S, 2, 0, r, 100):gm=[-13.125]
(S, 2, 1, d, 0):X=[0]
(S, 2, 1, d, 25):mc=[-7.507578124999999]
(S, 2, 1, d, 50):mc=[-12.812359375]
(S, 2, 1, d, 75):gm=[-13.125]
(S, 2, 1, d, 100):gm=[-13.125]
(S, 2, 1, r, 0):X=[0]
(S, 2, 1, r, 25):mc=[-10.1333984375]
(S, 2, 1, r, 50):gm=[-13.08828125]
(S, 2, 1, r, 75):gm=[-13.125]
(S, 2, 1, r, 100):gm=[-13.125]
(S, 2, 2, d, 0):X=[0]
(S, 2, 2, d, 25):mc=[-7.07325]
(S, 2, 2, d, 50):mc=[-12.812359375]
(S, 2, 2, d, 75):gm=[-13.125]
(S, 2, 2, d, 100):gm=[-13.125]
(S, 2, 2, r, 0):X=[0]
(S, 2, 2, r, 25):mc=[-9.8090625]
(S, 2, 2, r, 50):gm=[-13.08828125]
(S, 2, 2, r, 75):gm=[-13.125]
(S, 2, 2, r, 100):gm=[-13.125]
(S, 2, 3, d, 0):X=[0]
(S, 2, 3, d, 25):mc=[-7.07325]
(S, 2, 3, d, 50):mc=[-12.812359375]
(S, 2, 3, d, 75):gm=[-13.125]
(S, 2, 3, d, 100):gm=[-13.125]
(S, 2, 3, r, 0):X=[0]
(S, 2, 3, r, 25):mc=[-9.8090625]
(S, 2, 3, r, 50):gm=[-13.08828125]
(S, 2, 3, r, 75):gm=[-13.125]
(S, 2, 3, r, 100):gm=[-13.125]
(E, 0, 0, d, 0):X=[0]
(E, 0, 0, d, 25):sb=[-1.26]
(E, 0, 0, d, 50):sb=[-1.3099999999999998]
(E, 0, 0, d, 75):sb=[-13.798000000000002]
(E, 0, 0, d, 100):sb=[-13.810500000000003]
(E, 0, 0, r, 0):X=[0]
(E, 0, 0, r, 25):sb=[-27.875]
(E, 0, 0, r, 50):sb=[-29.50625]
(E, 0, 0, r, 75):mc=[-35.740625]
(E, 0, 0, r, 100):mc=[-35.740625]
(E, 0, 1, d, 0):X=[0]
(E, 0, 1, d, 25):sa=[34.84250000000001]
(E, 0, 1, d, 50):sb=[-1.3099999999999998]
(E, 0, 1, d, 75):sb=[-11.896625000000002]
(E, 0, 1, d, 100):sb=[-13.810500000000003]
(E, 0, 1, r, 0):X=[0]
(E, 0, 1, r, 25):sa=[-7.96875]
(E, 0, 1, r, 50):sb=[-29.50625]
(E, 0, 1, r, 75):sb=[-35.2703125]
(E, 0, 1, r, 100):mc=[-35.740625]
(E, 0, 2, d, 0):X=[0]
(E, 0, 2, d, 25):sa=[35.658437500000005]
(E, 0, 2, d, 50):sb=[-1.3099999999999998]
(E, 0, 2, d, 75):sb=[-11.862937500000001]
(E, 0, 2, d, 100):sb=[-13.810500000000003]
(E, 0, 2, r, 0):X=[0]
(E, 0, 2, r, 25):sa=[-7.72265625]
(E, 0, 2, r, 50):sb=[-29.50625]
(E, 0, 2, r, 75):sb=[-35.26484375]
(E, 0, 2, r, 100):mc=[-35.740625]
(E, 0, 3, d, 0):X=[0]
(E, 0, 3, d, 25):sa=[35.675281250000005]
(E, 0, 3, d, 50):sb=[-1.3099999999999998]
(E, 0, 3, d, 75):sb=[-11.862937500000001]
(E, 0, 3, d, 100):sb=[-13.810500000000003]
(E, 0, 3, r, 0):X=[0]
(E, 0, 3, r, 25):sa=[-7.719921875]
(E, 0, 3, r, 50):sb=[-29.50625]
(E, 0, 3, r, 75):sb=[-35.26484375]
(E, 0, 3, r, 100):mc=[-35.740625]
(E, 1, 0, d, 0):X=[0]
(E, 1, 0, d, 25):sb=[-1.26]
(E, 1, 0, d, 50):sb=[-1.3099999999999998]
(E, 1, 0, d, 75):sb=[-13.798000000000002]
(E, 1, 0, d, 100):sb=[-13.810500000000003]
(E, 1, 0, r, 0):X=[0]
(E, 1, 0, r, 25):sb=[-27.875]
(E, 1, 0, r, 50):sb=[-29.50625]
(E, 1, 0, r, 75):mc=[-35.740625]
(E, 1, 0, r, 100):mc=[-35.740625]
(E, 1, 1, d, 0):X=[0]
(E, 1, 1, d, 25):sa=[34.84250000000001]
(E, 1, 1, d, 50):sb=[-1.3099999999999998]
(E, 1, 1, d, 75):sb=[-11.896625000000002]
(E, 1, 1, d, 100):sb=[-13.810500000000003]
(E, 1, 1, r, 0):X=[0]
(E, 1, 1, r, 25):sa=[-7.96875]
(E, 1, 1, r, 50):sb=[-29.50625]
(E, 1, 1, r, 75):sb=[-35.2703125]
(E, 1, 1, r, 100):mc=[-35.740625]
(E, 1, 2, d, 0):X=[0]
(E, 1, 2, d, 25):sa=[35.658437500000005]
(E, 1, 2, d, 50):sb=[-1.3099999999999998]
(E, 1, 2, d, 75):sb=[-11.862937500000001]
(E, 1, 2, d, 100):sb=[-13.810500000000003]
(E, 1, 2, r, 0):X=[0]
(E, 1, 2, r, 25):sa=[-7.72265625]
(E, 1, 2, r, 50):sb=[-29.50625]
(E, 1, 2, r, 75):sb=[-35.26484375]
(E, 1, 2, r, 100):mc=[-35.740625]
(E, 1, 3, d, 0):X=[0]
(E, 1, 3, d, 25):sa=[35.675281250000005]
(E, 1, 3, d, 50):sb=[-1.3099999999999998]
(E, 1, 3, d, 75):sb=[-11.862937500000001]
(E, 1, 3, d, 100):sb=[-13.810500000000003]
(E, 1, 3, r, 0):X=[0]
(E, 1, 3, r, 25):sa=[-7.719921875]
(E, 1, 3, r, 50):sb=[-29.50625]
(E, 1, 3, r, 75):sb=[-35.26484375]
(E, 1, 3, r, 100):mc=[-35.740625]
(E, 2, 0, d, 0):X=[0]
(E, 2, 0, d, 25):sb=[-1.26]
(E, 2, 0, d, 50):sb=[-1.3099999999999998]
(E, 2, 0, d, 75):sb=[-13.798000000000002]
(E, 2, 0, d, 100):sb=[-13.810500000000003]
(E, 2, 0, r, 0):X=[0]
(E, 2, 0, r, 25):sb=[-27.875]
(E, 2, 0, r, 50):sb=[-29.50625]
(E, 2, 0, r, 75):mc=[-35.740625]
(E, 2, 0, r, 100):mc=[-35.740625]
(E, 2, 1, d, 0):X=[0]
(E, 2, 1, d, 25):sa=[34.84250000000001]
(E, 2, 1, d, 50):sb=[-1.3099999999999998]
(E, 2, 1, d, 75):sb=[-11.896625000000002]
(E, 2, 1, d, 100):sb=[-13.810500000000003]
(E, 2, 1, r, 0):X=[0]
(E, 2, 1, r, 25):sa=[-7.96875]
(E, 2, 1, r, 50):sb=[-29.50625]
(E, 2, 1, r, 75):sb=[-35.2703125]
(E, 2, 1, r, 100):mc=[-35.740625]
(E, 2, 2, d, 0):X=[0]
(E, 2, 2, d, 25):sa=[35.658437500000005]
(E, 2, 2, d, 50):sb=[-1.3099999999999998]
(E, 2, 2, d, 75):sb=[-11.862937500000001]
(E, 2, 2, d, 100):sb=[-13.810500000000003]
(E, 2, 2, r, 0):X=[0]
(E, 2, 2, r, 25):sa=[-7.72265625]
(E, 2, 2, r, 50):sb=[-29.50625]
(E, 2, 2, r, 75):sb=[-35.26484375]
(E, 2, 2, r, 100):mc=[-35.740625]
(E, 2, 3, d, 0):X=[0]
(E, 2, 3, d, 25):sa=[35.675281250000005]
(E, 2, 3, d, 50):sb=[-1.3099999999999998]
(E, 2, 3, d, 75):sb=[-11.862937500000001]
(E, 2, 3, d, 100):sb=[-13.810500000000003]
(E, 2, 3, r, 0):X=[0]
(E, 2, 3, r, 25):sa=[-7.719921875]
(E, 2, 3, r, 50):sb=[-29.50625]
(E, 2, 3, r, 75):sb=[-35.26484375]
(E, 2, 3, r, 100):mc=[-35.740625]
(W, 0, 0, d, 0):X=[0]
(W, 0, 0, d, 25):mc=[-12.9884375]
(W, 0, 0, d, 50):mc=[-13.0196875]
(W, 0, 0, d, 75):stay=[-13.125]
(W, 0, 0, d, 100):stay=[-13.125]
(W, 0, 0, r, 0):X=[0]
(W, 0, 0, r, 25):stay=[-13.109375]
(W, 0, 0, r, 50):stay=[-13.109375]
(W, 0, 0, r, 75):stay=[-13.125]
(W, 0, 0, r, 100):stay=[-13.125]
(W, 0, 1, d, 0):X=[0]
(W, 0, 1, d, 25):sa=[0.17499999999999893]
(W, 0, 1, d, 50):mc=[-13.0196875]
(W, 0, 1, d, 75):sa=[-13.11875]
(W, 0, 1, d, 100):sa=[-13.125]
(W, 0, 1, r, 0):X=[0]
(W, 0, 1, r, 25):sa=[0.16796875]
(W, 0, 1, r, 50):sa=[-13.109375]
(W, 0, 1, r, 75):sa=[-13.12109375]
(W, 0, 1, r, 100):sa=[-13.125]
(W, 0, 2, d, 0):X=[0]
(W, 0, 2, d, 25):sa=[2.617187499999999]
(W, 0, 2, d, 50):sa=[-12.2859375]
(W, 0, 2, d, 75):sa=[-13.11875]
(W, 0, 2, d, 100):sa=[-13.125]
(W, 0, 2, r, 0):X=[0]
(W, 0, 2, r, 25):sa=[2.6171875]
(W, 0, 2, r, 50):sa=[-12.29296875]
(W, 0, 2, r, 75):sa=[-13.12109375]
(W, 0, 2, r, 100):sa=[-13.125]
(W, 0, 3, d, 0):X=[0]
(W, 0, 3, d, 25):sa=[3.056640624999999]
(W, 0, 3, d, 50):sa=[-12.01171875]
(W, 0, 3, d, 75):sa=[-13.076171875]
(W, 0, 3, d, 100):sa=[-13.125]
(W, 0, 3, r, 0):X=[0]
(W, 0, 3, r, 25):sa=[3.056640625]
(W, 0, 3, r, 50):sa=[-12.01171875]
(W, 0, 3, r, 75):sa=[-13.076171875]
(W, 0, 3, r, 100):sa=[-13.125]
(W, 1, 0, d, 0):X=[0]
(W, 1, 0, d, 25):mc=[-12.9884375]
(W, 1, 0, d, 50):mc=[-13.0196875]
(W, 1, 0, d, 75):stay=[-13.125]
(W, 1, 0, d, 100):stay=[-13.125]
(W, 1, 0, r, 0):X=[0]
(W, 1, 0, r, 25):stay=[-13.109375]
(W, 1, 0, r, 50):stay=[-13.109375]
(W, 1, 0, r, 75):stay=[-13.125]
(W, 1, 0, r, 100):stay=[-13.125]
(W, 1, 1, d, 0):X=[0]
(W, 1, 1, d, 25):sa=[0.17499999999999893]
(W, 1, 1, d, 50):mc=[-13.0196875]
(W, 1, 1, d, 75):sa=[-13.11875]
(W, 1, 1, d, 100):sa=[-13.125]
(W, 1, 1, r, 0):X=[0]
(W, 1, 1, r, 25):sa=[0.16796875]
(W, 1, 1, r, 50):sa=[-13.109375]
(W, 1, 1, r, 75):sa=[-13.12109375]
(W, 1, 1, r, 100):sa=[-13.125]
(W, 1, 2, d, 0):X=[0]
(W, 1, 2, d, 25):sa=[2.617187499999999]
(W, 1, 2, d, 50):sa=[-12.2859375]
(W, 1, 2, d, 75):sa=[-13.11875]
(W, 1, 2, d, 100):sa=[-13.125]
(W, 1, 2, r, 0):X=[0]
(W, 1, 2, r, 25):sa=[2.6171875]
(W, 1, 2, r, 50):sa=[-12.29296875]
(W, 1, 2, r, 75):sa=[-13.12109375]
(W, 1, 2, r, 100):sa=[-13.125]
(W, 1, 3, d, 0):X=[0]
(W, 1, 3, d, 25):sa=[3.056640624999999]
(W, 1, 3, d, 50):sa=[-12.01171875]
(W, 1, 3, d, 75):sa=[-13.076171875]
(W, 1, 3, d, 100):sa=[-13.125]
(W, 1, 3, r, 0):X=[0]
(W, 1, 3, r, 25):sa=[3.056640625]
(W, 1, 3, r, 50):sa=[-12.01171875]
(W, 1, 3, r, 75):sa=[-13.076171875]
(W, 1, 3, r, 100):sa=[-13.125]
